t_global,x,y,v,em,es,label
286.995,17,698,0,0,38,1
287.034,13,701,0,0,37,1
287.107,10,701,0,0,37,1
287.179,10,701,0,0,37,1
287.219,13,704,0,0,37,1
287.291,14,707,0,0,37,1
287.364,15,711,0,0,37,1
287.408,15,711,0,0,37,1
287.482,10,710,0,0,37,1
287.559,8,711,0,0,37,1
287.595,8,711,0,0,37,1
287.668,9,707,8,0,37,1
287.740,10,708,0,0,37,1
287.780,16,710,0,0,37,1
287.852,16,710,0,0,37,1
287.924,34,721,0,0,37,1
287.964,56,735,0,0,37,1
288.036,56,735,0,0,38,1
288.108,76,749,0,0,38,1
288.148,92,760,0,0,39,1
288.220,105,771,0,0,40,1
288.292,105,771,0,0,40,1
288.332,110,776,0,0,40,1
288.404,104,779,0,0,40,1
288.476,104,779,0,0,41,1
288.516,94,775,0,0,42,1
288.588,48,758,0,0,42,1
288.660,48,758,0,0,43,4
288.700,-45,724,0,0,43,4
288.773,-151,674,0,0,43,4
288.845,-151,674,0,0,43,4
288.884,-237,644,0,0,43,4
288.957,-270,624,0,0,44,4
289.029,-270,624,0,0,44,4
289.068,-264,606,0,0,45,4
289.141,-238,581,0,0,47,4
289.213,-238,581,0,0,47,4
289.252,-213,578,0,0,49,4
289.325,-190,564,0,0,51,4
289.397,-190,564,0,0,51,4
289.441,-121,555,0,0,52,4
289.514,-2,603,0,0,52,4
289.586,-2,603,0,0,54,4
289.626,95,666,0,0,55,4
289.699,171,732,0,0,55,4
289.772,215,792,0,0,55,1
289.812,215,792,0,0,55,1
289.884,207,807,0,0,56,1
289.958,180,813,0,0,56,1
289.997,180,813,0,0,56,1
290.070,180,818,0,0,56,1
290.143,184,836,0,0,56,1
290.183,183,851,0,0,57,1
290.255,183,851,0,0,57,1
290.327,146,832,0,0,57,1
290.367,104,802,0,0,58,1
290.439,104,802,0,0,58,1
290.511,62,768,0,0,58,1
290.551,63,748,0,0,58,1
290.623,71,747,0,0,60,1
290.695,71,747,0,0,60,1
290.734,81,748,0,0,60,1
290.807,89,747,0,0,60,3
290.879,89,747,0,0,60,3
290.919,89,745,0,0,59,3
290.991,83,742,0,0,59,3
291.063,83,742,0,0,61,3
291.103,78,739,0,0,61,3
291.176,76,736,0,0,62,3
291.248,76,736,0,0,62,3
291.288,74,733,-8,0,62,3
291.361,76,730,0,0,62,3
291.433,76,730,0,0,62,3
291.477,75,730,0,0,63,3
291.550,69,730,0,0,62,3
291.622,69,730,0,0,62,3
291.661,61,726,0,0,62,3
291.734,55,721,0,0,62,3
291.806,55,721,0,0,62,3
291.846,46,718,0,0,63,3
291.918,37,716,0,0,64,3
291.990,29,715,0,0,64,3
292.031,29,715,0,0,63,3
292.102,22,712,0,0,63,3
292.175,17,704,0,0,63,3
292.216,17,704,0,0,64,3
292.288,15,694,0,0,64,3
292.362,16,689,0,0,64,3
292.401,16,689,0,0,64,3
292.475,17,688,0,0,65,3
292.547,17,685,0,0,66,3
292.588,12,683,0,0,66,3
292.660,12,683,0,0,68,3
292.732,6,680,0,0,68,3
292.772,2,681,0,0,69,3
292.844,2,681,0,0,70,3
292.916,6,686,0,0,70,1
292.955,21,691,0,0,69,1
293.028,38,697,0,0,68,1
293.100,38,697,0,0,68,1
293.139,28,698,0,0,67,1
293.212,17,699,0,0,67,1
293.284,17,699,0,0,66,1
293.324,19,702,0,0,65,1
293.396,23,706,0,0,65,1
293.468,23,706,0,0,64,1
293.512,38,708,0,0,64,1
293.585,52,710,0,0,64,1
293.658,52,710,0,0,64,1
293.697,63,717,0,0,64,1
293.770,68,729,0,0,63,1
293.842,68,729,0,0,63,1
293.881,76,744,0,0,63,1
293.954,80,757,0,0,63,1
294.026,80,757,0,0,63,3
294.065,89,770,0,0,63,3
294.138,101,787,0,0,64,3
294.210,101,787,0,0,64,3
294.249,99,783,0,0,64,3
294.322,96,776,0,0,63,3
294.394,92,769,0,0,63,3
294.434,92,769,0,0,61,3
294.506,86,762,0,0,61,3
294.579,80,757,0,0,59,3
294.620,80,757,0,0,58,3
294.691,74,752,-8,0,58,3
294.765,69,746,-8,0,58,3
294.805,63,741,0,0,58,3
294.876,63,741,0,0,58,3
294.949,57,736,0,0,57,3
294.990,55,735,-8,0,57,3
295.062,55,735,-8,0,55,4
295.134,50,735,0,0,55,4
295.174,50,734,-8,0,54,4
295.246,50,734,-8,0,53,4
295.318,53,732,0,0,53,4
295.358,55,732,-8,0,54,4
295.430,57,735,-8,0,55,4
295.502,57,735,-8,0,55,4
295.546,57,735,0,0,57,4
295.619,53,735,-8,0,59,4
295.691,53,735,-8,0,59,4
295.731,48,734,-16,0,60,4
295.803,42,732,-8,0,60,4
295.875,42,732,-8,0,60,4
295.915,35,732,-8,0,61,4
295.987,30,732,0,0,61,4
296.060,30,732,0,22,63,3
296.100,23,733,0,22,63,3
296.172,17,734,0,0,65,3
296.244,17,734,0,0,65,3
296.283,14,736,0,0,66,3
296.356,12,737,0,22,67,3
296.428,12,737,0,22,67,3
296.467,8,738,0,0,67,3
296.540,-6,732,0,0,65,3
296.612,-6,732,0,0,65,3
296.651,-22,727,0,0,64,3
296.724,-35,724,0,0,63,3
296.796,-72,720,0,0,63,3
296.836,-72,720,0,0,63,3
296.909,-77,719,0,0,63,3
296.981,-76,719,0,0,64,3
297.022,-76,719,0,0,64,3
297.094,-64,716,0,0,64,3
297.167,-54,712,0,0,63,3
297.206,-54,712,0,0,63,3
297.279,-56,707,0,0,63,3
297.352,-59,699,0,0,63,3
297.393,-64,693,0,0,63,3
297.465,-64,693,0,0,63,3
297.537,-68,690,0,0,63,3
297.582,-75,689,8,0,63,3
297.654,-87,687,8,0,64,3
297.726,-87,687,8,0,64,3
297.765,-96,688,8,0,66,3
297.838,-97,692,0,0,67,3
297.910,-97,692,0,0,67,3
297.949,-103,693,8,0,68,3
298.022,-109,685,8,0,68,3
298.094,-109,685,8,0,68,3
298.134,-117,679,8,0,68,3
298.206,-121,676,8,0,68,3
298.278,-121,676,8,0,68,3
298.318,-122,674,8,0,68,3
298.390,-124,675,8,0,68,3
298.462,-124,675,8,0,68,3
298.502,-124,671,8,0,68,3
298.575,-130,667,0,0,70,3
298.647,-130,667,0,0,72,3
298.687,-137,663,0,0,72,3
298.760,-143,658,0,0,74,3
298.832,-143,658,0,0,74,3
298.871,-151,654,0,0,73,3
298.944,-161,653,0,0,73,3
299.016,-161,653,0,0,73,3
299.055,-168,654,-8,0,73,3
299.128,-174,656,0,0,73,3
299.200,-175,658,-8,0,73,3
299.240,-175,658,-8,0,74,3
299.313,-171,663,-16,0,74,3
299.386,-169,667,-8,0,73,3
299.427,-169,667,-8,0,72,3
299.499,-170,665,-8,0,72,3
299.572,-170,663,-8,0,71,3
299.618,-170,659,-8,0,72,3
299.690,-170,659,-8,0,72,3
299.762,-169,656,0,0,71,3
299.803,-163,654,-16,0,71,0
299.876,-163,654,-16,0,72,0
299.948,-154,658,-8,0,69,0
299.988,-141,667,-8,0,69,0
300.061,-101,690,0,0,68,0
300.133,-101,690,0,0,68,0
300.172,-82,691,0,0,65,0
300.245,-58,686,-8,0,63,0
300.317,-58,686,-8,0,63,0
300.356,-30,684,0,0,61,0
300.429,4,677,0,0,60,0
300.501,4,677,0,0,60,0
300.540,31,662,8,0,61,0
300.613,49,654,0,0,61,0
300.685,49,654,0,0,60,0
300.725,76,642,0,0,58,0
300.797,94,633,-8,0,58,0
300.869,94,633,-8,0,57,3
300.908,119,622,0,0,57,3
300.981,151,623,0,0,55,3
301.053,151,623,0,0,55,3
301.093,168,641,0,0,55,3
301.166,195,645,0,0,55,3
301.238,195,645,0,0,55,3
301.277,225,639,0,0,56,3
301.350,257,640,0,0,54,3
301.422,257,640,0,0,54,3
301.461,297,650,0,0,54,3
301.535,382,664,0,0,53,3
301.607,441,681,-8,0,53,3
301.652,441,681,-8,0,53,3
301.726,442,717,0,0,50,3
301.798,444,733,0,0,50,3
301.839,447,746,8,21,50,3
301.910,447,746,8,21,50,3
301.983,438,757,8,0,51,3
302.023,439,776,16,0,50,3
302.095,439,776,16,0,50,3
302.167,436,781,8,0,51,3
302.207,445,775,8,0,51,0
302.279,445,775,8,0,50,0
302.351,464,775,16,0,51,0
302.391,468,777,16,0,51,0
302.464,466,777,-8,0,52,0
302.536,466,777,-8,0,52,0
302.575,451,776,8,0,51,0
302.648,434,773,-8,0,49,0
302.720,434,773,-8,0,49,0
302.759,412,770,0,0,47,0
302.832,331,751,0,0,48,0
302.904,331,751,0,0,48,0
302.943,191,719,0,0,49,3
303.016,90,692,0,0,49,3
303.088,90,692,0,0,49,3
303.128,29,680,0,0,50,3
303.200,11,675,0,0,50,3
303.272,11,675,0,0,50,3
303.311,0,673,0,0,50,2
303.384,-3,684,0,0,49,2
303.456,-3,684,0,0,49,2
303.495,-5,707,0,0,49,2
303.568,5,728,0,0,49,2
303.640,5,728,0,0,49,2
303.684,29,747,0,0,48,2
303.757,54,765,0,0,48,2
303.829,97,792,0,0,48,2
303.869,97,792,0,0,49,2
303.943,172,837,0,0,49,2
304.015,89,810,8,0,49,1
304.055,89,810,8,0,49,2
304.129,75,802,8,0,48,2
304.201,65,796,0,0,48,2
304.242,55,790,0,0,49,2
304.314,55,790,0,0,49,2
304.386,44,785,0,0,50,4
304.426,34,780,8,0,52,4
304.497,34,780,8,0,52,4
304.570,20,776,8,24,54,4
304.610,8,772,8,24,54,4
304.681,8,772,8,0,57,4
304.754,-4,765,0,0,57,4
304.793,-13,758,8,0,57,4
304.866,-16,756,0,0,58,4
304.938,-16,756,0,0,58,4
304.977,-10,756,-8,0,58,4
305.050,-1,763,-8,0,59,4
305.122,-1,763,-8,0,59,4
305.161,8,770,-8,0,59,4
305.235,10,770,-8,0,60,4
305.306,10,770,-8,0,60,4
305.346,13,769,0,0,61,4
305.418,13,767,-8,0,63,4
305.490,13,767,-8,0,63,4
305.530,12,760,0,0,62,4
305.602,31,760,0,0,62,4
305.674,31,760,0,0,62,4
305.719,51,762,0,0,62,4
305.791,74,761,0,0,62,4
305.863,74,761,0,0,60,4
305.903,74,758,0,0,60,4
305.976,71,756,0,0,59,4
306.048,71,756,0,0,57,4
306.088,63,750,8,0,57,4
306.161,54,745,0,0,56,4
306.234,46,741,0,0,56,4
306.274,46,741,0,0,57,4
306.346,41,740,0,0,56,4
306.418,35,740,0,0,56,4
306.458,35,740,0,0,56,4
306.531,32,745,0,0,56,4
306.603,29,748,8,0,56,4
306.644,30,751,0,0,56,4
306.716,30,751,0,0,56,4
306.788,28,748,8,0,56,4
306.828,27,749,8,0,54,4
306.899,27,749,8,0,54,4
306.972,21,751,8,0,54,4
307.012,16,751,8,0,54,4
307.083,16,751,8,0,54,4
307.156,6,752,8,0,53,4
307.196,0,754,8,0,53,4
307.269,-6,755,8,0,53,4
307.341,-6,755,8,0,53,4
307.380,-11,755,8,0,54,4
307.453,-15,756,8,0,55,4
307.525,-15,756,8,0,55,4
307.564,-19,760,8,24,56,4
307.637,-23,763,0,0,55,4
307.709,-23,763,0,0,55,4
307.753,-30,768,0,0,55,4
307.826,-38,772,8,0,55,4
307.898,-38,772,8,0,55,4
307.937,-42,772,0,0,56,4
308.010,-45,773,0,0,56,4
308.082,-45,773,0,0,58,4
308.122,-48,773,-8,0,58,4
308.194,-55,772,0,0,58,4
308.266,-55,772,0,0,59,4
308.306,-59,770,-8,0,59,4
308.379,-63,769,-8,0,59,4
308.452,-63,769,-8,0,57,4
308.491,-65,767,-8,0,57,4
308.564,-69,766,-8,0,54,4
308.636,-73,764,-16,0,54,4
308.676,-73,764,-16,0,52,4
308.750,-73,760,-16,0,53,4
308.822,-72,753,-24,0,53,4
308.862,-72,753,-24,0,55,4
308.936,-74,748,-16,0,55,4
309.008,-81,745,0,0,55,4
309.048,-85,742,0,0,55,4
309.120,-85,742,0,0,55,4
309.192,-85,739,0,0,55,4
309.232,-86,739,0,0,54,4
309.303,-86,739,0,0,54,4
309.376,-82,737,0,0,53,4
309.416,-70,735,8,0,52,4
309.487,-70,735,8,0,52,1
309.560,-59,731,0,0,52,1
309.600,-51,729,0,0,52,1
309.673,-47,725,0,0,52,1
309.745,-47,725,0,0,52,1
309.789,-49,720,0,0,53,1
309.862,-52,715,0,0,53,1
309.934,-52,715,0,0,53,1
309.973,-54,711,0,0,54,1
310.046,-56,711,0,0,54,1
310.118,-56,711,0,0,54,1
310.157,-55,712,0,0,55,1
310.230,-57,714,0,0,54,1
310.302,-57,714,0,0,54,1
310.341,-62,715,0,0,54,1
310.414,-66,716,0,0,54,1
310.486,-66,716,0,0,55,1
310.526,-67,719,0,0,55,1
310.598,-68,726,0,0,55,1
310.670,-68,726,0,0,54,1
310.709,-69,738,0,0,54,1
310.782,-71,747,0,0,55,1
310.854,-71,747,0,0,56,1
310.894,-74,747,0,0,56,1
310.967,-76,743,0,0,56,1
311.040,-78,736,0,0,56,1
311.080,-78,736,0,0,56,1
311.153,-80,728,0,0,57,1
311.225,-83,725,0,0,57,1
311.265,-83,725,0,0,57,1
311.338,-89,719,0,0,57,1
311.410,-93,715,8,0,57,1
311.450,-90,715,8,0,56,1
311.522,-90,715,8,0,54,1
311.594,-90,715,16,0,54,3
311.634,-89,717,24,0,54,3
311.706,-89,717,24,0,54,3
311.778,-90,722,24,0,53,3
311.823,-95,727,32,0,52,3
311.895,-97,734,32,0,52,3
311.967,-97,734,32,0,50,3
312.006,-97,742,39,0,50,3
312.080,-93,752,39,0,49,3
312.152,-93,752,39,0,48,3
312.192,-84,763,32,0,48,3
312.265,-65,800,16,0,46,3
312.337,-65,800,16,0,46,3
312.376,-35,835,16,0,45,3
312.449,-12,859,8,0,45,3
312.521,-12,859,8,0,45,3
312.560,17,880,24,0,45,3
312.633,36,898,16,0,44,4
312.705,36,898,16,0,44,4
312.744,47,912,8,0,43,4
312.817,56,923,8,0,40,4
312.889,56,923,8,0,40,4
312.929,69,919,-32,0,40,4
313.001,71,922,0,0,40,4
313.073,71,922,0,0,38,4
313.112,77,924,-8,0,38,4
313.185,78,926,-8,0,38,4
313.257,78,926,-8,0,37,4
313.298,78,932,-8,0,37,4
313.371,78,936,8,0,37,4
313.443,82,941,16,0,37,4
313.483,82,941,16,0,36,4
313.557,82,947,16,0,36,4
313.629,82,952,16,0,36,4
313.669,82,952,16,0,35,4
313.743,83,956,8,0,34,4
313.815,84,961,8,0,34,4
313.860,89,963,-8,0,32,4
313.932,89,963,-8,0,32,4
314.004,103,956,0,0,32,4
314.044,139,928,0,0,32,4
314.116,170,907,-8,0,31,4
314.188,170,907,-8,0,31,4
314.228,177,898,8,0,31,4
314.300,189,896,0,0,31,4
314.372,189,896,0,0,30,4
314.411,217,892,0,0,30,4
314.484,252,893,0,0,29,4
314.556,252,893,0,0,29,4
314.596,294,885,8,0,29,4
314.670,363,869,0,0,28,4
314.742,363,869,0,0,28,4
314.782,403,849,0,0,26,4
314.854,410,845,0,0,24,4
314.926,410,845,0,0,24,4
314.965,417,834,0,0,23,4
315.038,416,833,0,0,22,4
315.110,416,833,0,0,22,4
315.149,419,838,0,0,20,4
315.222,421,846,0,0,19,4
315.294,421,846,0,0,19,4
315.334,421,855,0,0,19,4
315.406,420,865,0,0,19,4
315.478,420,865,0,0,18,4
315.518,418,868,0,0,18,4
315.590,414,872,0,0,18,4
315.663,409,875,0,0,18,4
315.703,409,875,0,0,18,4
315.775,397,890,0,0,18,4
315.849,382,905,0,0,18,4
315.893,382,905,0,0,18,4
315.967,368,916,0,0,18,4
316.039,350,924,0,0,18,4
316.079,329,934,0,0,18,4
316.151,329,934,0,0,18,4
316.223,306,943,0,0,18,4
316.263,289,951,0,0,18,4
316.335,289,951,0,0,18,4
316.407,284,955,0,0,18,4
316.447,279,960,0,0,17,4
316.519,274,962,0,0,17,4
316.591,274,962,0,0,17,4
316.631,266,967,0,0,16,4
316.703,262,970,0,0,16,4
316.775,262,970,0,0,16,4
316.815,262,972,0,0,15,4
316.887,265,973,0,0,15,4
316.959,265,973,0,0,14,4
316.999,267,973,0,0,14,4
317.072,270,972,0,0,14,4
317.144,270,972,0,0,14,4
317.183,274,968,0,0,14,4
317.256,280,966,0,0,14,4
317.328,280,966,0,0,14,4
317.367,281,967,-8,0,14,4
317.440,283,967,0,0,14,4
317.512,283,967,0,0,14,4
317.551,286,966,0,0,14,4
317.624,287,965,8,0,14,4
317.696,287,965,8,0,14,4
317.735,286,966,0,0,14,4
317.808,286,967,8,0,14,4
317.880,286,967,8,0,14,4
317.925,285,962,0,0,14,4
317.997,282,956,0,0,14,4
318.070,281,950,0,0,14,4
318.110,281,950,0,0,14,4
318.183,279,944,0,0,13,4
318.257,273,940,0,0,13,4
318.296,273,940,0,0,13,4
318.370,271,935,0,0,13,4
318.442,273,935,-8,0,13,4
318.482,280,935,0,0,13,4
318.554,280,935,0,0,12,4
318.626,285,933,0,0,12,4
318.666,293,933,0,0,12,4
318.738,293,933,0,0,12,4
318.810,299,934,0,0,12,4
318.850,291,930,0,0,12,4
318.922,281,928,0,0,12,4
318.994,281,928,0,0,12,4
319.034,278,925,0,0,11,4
319.106,274,922,0,0,11,4
319.178,274,922,0,0,11,4
319.218,270,916,0,0,11,4
319.290,265,915,0,0,11,4
319.362,265,915,0,0,11,4
319.402,262,919,0,0,11,4
319.475,261,922,0,0,11,4
319.547,261,922,0,0,11,4
319.587,258,929,0,0,11,4
319.660,257,937,0,0,11,4
319.732,257,937,0,0,11,4
319.771,252,947,0,0,10,4
319.844,247,955,0,0,10,4
319.916,247,955,0,0,10,1
319.960,242,967,0,0,10,1
320.033,242,974,0,0,10,1
320.105,242,974,0,0,10,1
320.144,251,974,0,0,10,1
320.217,260,973,0,0,11,1
320.289,254,976,0,0,11,1
320.330,254,976,0,0,11,1
320.401,248,980,0,0,11,1
320.474,245,982,0,0,10,1
320.515,245,982,0,0,10,1
320.587,238,984,0,0,10,1
320.660,231,988,0,0,10,1
320.699,231,988,0,0,10,1
320.773,223,992,-8,0,10,1
320.845,217,994,0,0,10,1
320.885,214,998,0,0,10,4
320.957,214,998,0,0,9,4
321.029,212,998,0,0,9,4
321.069,205,999,0,0,9,4
321.141,205,999,0,0,9,4
321.213,202,1000,8,0,9,4
321.253,199,1003,0,0,9,4
321.325,196,1007,0,0,9,4
321.397,196,1007,0,0,9,4
321.436,194,1011,0,0,8,4
321.509,192,1016,0,0,8,4
321.581,192,1016,0,0,8,4
321.621,188,1025,0,0,8,4
321.693,182,1030,0,0,8,4
321.765,182,1030,0,0,8,4
321.805,177,1032,0,0,8,4
321.878,171,1031,0,0,8,1
321.950,171,1031,0,0,8,1
321.995,167,1032,0,0,8,1
322.068,164,1033,0,0,8,1
322.140,164,1033,0,0,8,1
322.179,159,1031,0,0,8,1
322.252,155,1033,0,0,8,1
322.324,155,1033,0,0,8,1
322.363,156,1034,0,0,8,1
322.436,160,1037,0,0,8,1
322.508,160,1037,0,0,8,1
322.547,163,1035,0,0,9,1
322.620,166,1036,0,0,8,1
322.692,166,1034,8,0,8,1
322.733,166,1034,8,0,8,1
322.806,169,1033,0,0,8,1
322.879,181,1041,0,0,8,1
322.919,181,1041,0,0,8,1
322.992,194,1048,0,0,8,1
323.065,207,1047,0,0,8,1
323.105,220,1044,0,0,8,1
323.176,220,1044,0,0,8,1
323.249,250,1029,0,0,8,1
323.290,241,1027,0,0,8,1
323.362,241,1027,0,0,8,1
323.434,234,1027,0,0,8,1
323.474,202,1036,0,0,8,1
323.546,202,1036,0,0,8,1
323.618,161,1049,0,0,8,1
323.658,132,1069,0,0,8,1
323.730,128,1094,0,0,8,1
323.802,128,1094,0,0,8,1
323.841,132,1099,0,0,8,1
323.914,134,1102,0,0,8,1
323.986,134,1102,0,0,8,1
324.031,128,1103,0,0,8,1
324.103,118,1106,0,0,8,1
324.175,118,1106,0,0,8,1
324.215,108,1107,0,0,8,1
324.287,105,1100,0,0,8,1
324.359,105,1100,0,0,8,1
324.399,104,1085,0,0,8,1
324.472,105,1071,8,0,8,1
324.544,105,1071,8,0,8,1
324.583,107,1059,-8,0,8,1
324.656,107,1051,0,0,8,1
324.728,107,1051,0,0,8,1
324.767,110,1042,0,0,8,1
324.840,111,1037,0,0,8,1
324.912,111,1037,0,0,8,1
324.951,111,1036,0,0,8,1
325.025,113,1036,0,0,9,1
325.098,113,1033,0,0,9,1
325.137,113,1033,0,0,9,1
325.210,117,1031,0,0,9,1
325.283,117,1027,0,0,9,1
325.324,117,1027,0,0,10,1
325.396,114,1024,0,0,10,1
325.469,114,1024,0,0,10,1
325.509,115,1025,0,0,10,1
325.580,115,1025,0,0,10,1
325.653,114,1024,0,0,11,1
325.694,113,1025,0,0,11,1
325.766,113,1025,0,0,11,1
325.838,110,1023,0,0,11,1
325.878,101,1023,0,0,10,1
325.950,101,1023,0,0,10,1
326.022,90,1022,0,0,10,1
326.066,79,1027,0,0,10,1
326.139,70,1033,0,0,10,1
326.211,70,1033,0,0,10,1
326.250,57,1042,0,0,9,1
326.323,45,1048,0,0,10,1
326.395,45,1048,0,0,10,1
326.434,26,1045,0,0,10,1
326.507,17,1043,0,0,10,1
326.579,17,1043,0,0,10,1
326.619,1,1050,0,0,10,1
326.691,-16,1053,0,0,10,1
326.763,-16,1053,0,0,10,1
326.803,-50,1050,0,0,10,1
326.876,-60,1049,0,0,11,1
326.948,-60,1049,0,0,11,1
326.988,-67,1046,0,0,11,1
327.061,-68,1045,0,0,11,1
327.133,-68,1045,0,0,11,1
327.172,-71,1042,0,0,12,1
327.245,-72,1036,0,0,12,1
327.317,-72,1036,0,0,12,1
327.356,-71,1032,0,0,11,1
327.429,-68,1036,0,0,11,1
327.501,-69,1043,0,0,11,1
327.541,-69,1043,0,0,11,1
327.614,-69,1047,0,0,11,1
327.686,-66,1051,0,0,11,1
327.727,-66,1051,0,0,12,1
327.799,-55,1051,0,0,12,1
327.871,-38,1047,0,0,12,1
327.912,9,1025,0,0,12,1
327.984,9,1025,0,0,12,1
328.056,44,1008,0,0,13,1
328.102,81,995,0,0,13,1
328.174,81,995,0,0,13,1
328.246,110,972,-8,0,13,1
328.285,139,958,0,0,14,1
328.358,153,946,0,0,14,1
328.430,153,946,0,0,14,1
328.469,163,940,0,0,14,1
328.542,168,939,0,0,15,1
328.614,168,939,0,0,15,1
328.653,174,940,0,0,15,1
328.726,184,940,8,0,16,1
328.798,184,940,8,0,16,1
328.837,192,937,8,0,17,1
328.910,193,937,8,0,17,1
328.982,193,937,8,0,17,1
329.022,188,939,16,0,18,1
329.094,179,943,16,0,18,1
329.166,179,943,16,0,18,4
329.206,165,946,24,0,18,4
329.280,154,949,16,0,19,4
329.352,154,949,16,0,18,4
329.392,148,951,16,0,18,4
329.465,144,954,-39,0,18,4
329.537,144,954,-39,0,18,4
329.576,147,956,-48,0,19,4
329.649,152,955,-48,0,19,4
329.721,152,955,-48,0,19,4
329.760,164,956,-32,0,19,4
329.834,177,954,-39,0,19,4
329.907,195,938,-39,0,19,4
329.946,195,938,-39,0,19,4
330.020,200,929,-32,0,19,4
330.092,212,928,-32,0,19,4
330.138,220,926,-32,0,20,4
330.209,220,926,-32,0,20,3
330.282,226,923,-32,0,20,3
330.322,236,920,-32,0,19,3
330.394,236,920,-32,0,19,3
330.466,259,913,-16,0,19,3
330.507,256,911,-24,0,19,3
330.579,251,908,-32,0,20,3
330.651,251,908,-32,0,19,3
330.691,243,904,-32,0,19,3
330.764,229,900,-16,0,19,3
330.836,229,900,-16,0,19,3
330.875,221,897,-16,0,19,3
330.948,219,891,-8,0,19,3
331.020,219,891,-8,0,19,3
331.059,220,885,-8,0,20,3
331.133,214,879,8,0,20,3
331.204,214,879,8,0,20,3
331.243,206,876,0,21,21,3
331.316,198,875,0,0,21,3
331.388,198,875,0,0,21,3
331.428,204,874,0,0,22,3
331.500,208,872,0,0,22,3
331.572,208,872,0,0,22,3
331.611,221,872,0,0,22,3
331.684,242,871,0,0,22,3
331.756,242,871,0,0,22,3
331.796,263,870,0,0,22,3
331.869,319,881,0,0,22,3
331.941,319,881,0,0,22,3
331.980,366,892,0,0,31,3
332.053,342,875,0,0,32,3
332.125,329,869,0,0,32,3
332.170,329,869,0,0,33,3
332.244,286,847,0,0,34,3
332.316,245,817,0,0,34,3
332.356,245,817,0,0,35,3
332.430,180,768,0,0,36,3
332.502,197,748,0,0,36,3
332.542,200,748,0,0,36,3
332.613,200,748,0,0,36,3
332.686,209,743,0,0,36,3
332.726,234,737,0,0,36,3
332.798,234,737,0,0,36,3
332.870,250,739,0,0,36,3
332.910,263,747,0,0,36,3
332.982,283,758,0,0,37,3
333.054,283,758,0,0,36,3
333.094,297,767,0,0,36,3
333.167,271,750,0,0,35,3
333.239,271,750,0,0,35,3
333.278,256,746,0,0,35,3
333.351,242,744,0,0,36,3
333.423,242,744,0,0,36,3
333.462,231,743,0,0,38,3
333.535,226,743,0,0,39,3
333.607,226,743,0,0,39,3
333.646,225,743,8,0,40,3
333.719,223,743,8,0,41,3
333.791,223,743,8,0,41,3
333.831,226,742,8,0,41,3
333.903,230,738,8,0,41,3
333.975,230,738,8,0,42,3
334.015,232,734,8,0,42,3
334.087,233,732,8,0,42,3
334.160,233,732,8,0,43,3
334.205,230,727,0,0,43,3
334.278,222,721,0,0,43,3
334.351,214,716,0,0,44,3
334.390,214,716,0,0,44,3
334.464,208,712,0,0,45,3
334.536,199,710,0,0,45,3
334.576,199,710,0,0,47,3
334.650,193,710,-8,0,48,3
334.722,186,707,-8,0,48,3
334.763,184,702,0,0,47,3
334.835,184,702,0,0,48,3
334.907,176,699,0,0,48,3
334.947,173,700,8,0,49,3
335.019,173,700,8,0,48,3
335.091,171,703,8,0,48,3
335.131,165,706,16,0,50,3
335.203,165,706,16,0,50,3
335.275,154,704,8,0,48,3
335.315,142,702,8,0,47,3
335.387,132,704,16,0,47,3
335.459,132,704,16,0,47,3
335.499,127,707,16,0,47,3
335.573,116,709,16,0,45,3
335.645,116,709,16,0,45,3
335.684,105,710,16,0,44,3
335.757,97,715,16,0,43,3
335.829,97,715,16,0,43,3
335.868,90,720,24,0,42,3
335.941,88,727,16,0,41,3
336.013,88,727,16,0,41,3
336.052,82,732,16,0,40,3
336.125,81,742,-8,0,39,3
336.197,81,742,-8,0,39,3
336.242,87,753,-24,0,39,3
336.314,96,765,-24,0,39,3
336.386,96,765,-24,0,39,0
336.426,102,773,-48,0,39,0
336.498,107,779,-48,0,39,0
336.570,107,779,-48,0,38,0
336.610,107,782,-16,0,38,0
336.682,113,784,39,0,38,0
336.756,114,782,8,0,38,0
336.795,114,782,8,0,38,0
336.868,116,779,8,0,39,0
336.942,121,778,16,0,39,0
336.981,121,778,16,0,39,0
337.055,130,778,-16,0,39,0
337.127,142,775,16,0,39,0
337.167,153,773,24,0,40,0
337.239,153,773,24,0,39,0
337.311,167,772,88,0,39,0
337.351,178,773,48,0,38,0
337.423,178,773,48,0,36,0
337.495,193,776,48,0,36,0
337.535,209,778,56,0,35,0
337.607,209,778,56,0,35,0
337.680,227,782,72,0,34,0
337.719,282,793,72,0,33,0
337.791,333,804,72,0,33,0
337.864,333,804,72,0,33,0
337.905,352,812,64,0,33,0
337.977,403,849,56,0,32,0
338.050,403,849,56,0,31,0
338.090,450,892,56,0,31,0
338.163,504,930,0,0,30,0
338.234,504,930,0,0,30,0
338.279,566,976,72,0,30,0
338.351,614,1020,79,0,29,0
338.423,614,1020,79,0,29,0
338.463,665,1054,96,0,28,0
338.536,715,1084,96,0,26,0
338.608,715,1084,96,0,26,0
338.647,760,1112,96,0,24,0
338.720,800,1136,96,0,24,0
338.792,800,1136,96,0,24,0
338.831,838,1168,0,0,22,0
338.903,866,1267,0,0,22,0
338.975,866,1267,0,0,20,0
339.015,912,1467,0,0,19,0
339.088,938,1669,0,0,19,0
